rateContent,appendComment_content
用着挺好的   安装简单   有车道偏离 电子狗功能,很实用记录仪  安装也挺有档次  做工特别细致！
不错,
好评！图像清晰效果不错，,
安装方便、小巧、拍摄清楚、很好。,
宝贝很好 五星好评,
东西还可以,
已经安装完毕，就是用记录仪车载mp4放不起来，车载导航切换可用，驾驶辅助及电子狗也用不了，不知道是不是安装问题还是机子不匹配。画面够清晰，总体满意。,
安装非常简单，也非常好用，感谢老板赠送的小礼物！！！！,
记录仪非常不错，非常清楚，晚上也非常清楚，开始遇到了问题，卖家也都给解决了，态度很好,
服务态度很好，质量不错，推荐我朋友也买一个,
此用户没有填写评论!,东西确实不错，值得购买，功能强大，好多
东西不错晚上也比较清晰特别安装方便！值得购买！已经打算过几天回家后看家里人是否能用！给家里人也买几个装上,
宝贝收到、很实用，好评,
插在USB上，装上app，2分钟搞定，晚上挺清楚，比想象中的要好许多许多，完美，心里舒坦，，，五星好评不解释,
非常好用！adas也非常好，清晰度很高！值得拥有！,
非常棒的商品 掌櫃服務也非常棒,
记录仪很好，老板也好，线头有点接触不好老板马上就发的新货。很好的一次购物。,出去转了一圈，很好很清楚，电子狗和adas都好用，想着升级哦！
效果很好，超级好用。。。,
像素还可以，就是usb头接触不良，卖家答应给的东西，也不给，玩文字游戏，,
效果真不错，车机又多了个功能！,夜间效果也不错，性价比超高！
宝贝收到了，迫不及待就安装上了，像素还可以，很满意,安装用了两天，宝贝真的很不错
挺好,用了一段时间了  真的挺棒的
看看效果怎么样，好用，也给哥们介绍一下,
此用户没有填写评论!,行车记录仪为什么老是找不到设备呢
宝贝与描述一致，还送了很多礼品，很实惠的购物！,安装好之后，拍摄很清晰，安装简单，谢谢老板！
宝贝错，店家服务态度很好,
宝贝很满意 也易于安装 好评好评好评 记录很清晰,记录了一下 很好 价格合理 买的放心
宝贝满意，很实用也清晰。,己用了一次功能很好实用
真的好用，下載軟件完，置入記憶卡，很快就能用了，又清晰。,
质量还可以 服务态度不错 我拍前右的 用来作前后使用 功能强大,
不错，值得购买,
导航收到了，试了一下感觉很好。安装也简单，OK！,
效果特别好，特别清楚。,效果真好，清晰度特别高
录像效果不错，挺清晰的，安装方便，客服耐心指导，超赞,
视频挺清晰，还有画中画功能，很好,
已经装好，很清晰，客服态度非常好，物流给力。,
东西不错，安装简单。发货快,
记录仪非常清晰 商家非常到位 下次还会光临,
价格合理，性价比高，值得拥有,
收到后迫不及待安上了，画面很清晰，ADAS很实用对得起这个价格。已使用好几天了，挺不错。,
不错特别清晰 牛逼哄哄,
可以可以物有所值,
老司机带带我，让我蹭点分,
比想像的小，真正隐身。车道偏离语音预警，电子狗语音，画面很清晰，功能强大，车子打开电门就开始录，熄火拨了钥匙还会再录一小会儿，生成时长三分钟的一个个视频文件。五星好评，物美价廉值得买！,用了两天，效果不错！小巧强大还隐身！边上的看我大屏问摄像头装哪里了？他找半天才发现?布线也很简单，边开边拍的没拍好，实际效果更清晰。五星好评，没买的可以入手了，没毛病！
刚收到，好东西，买家服务非常好，有问必答。,很满意的，一个记录仪，好评。
东西不错，比我之前买的那个好，功能还摸索中。用段时间再来评价,
宝贝很好，一切正常，老板很耐心，全五分！,
超级简单，接线就可以了，挺清楚的，电子狗也挺准的,
一百多块钱这么清晰的记录仪真心不错了，别的动不动就几百上千。使用和车载安卓系统的完美匹配，画面清晰流畅，客服也有问必答。唯一不足的就是辅助驾驶系统毕竟一百多块钱的东西，而且这个是通过软件识别计算的，存在报警反应慢，例如变道十几秒了才提示车道偏离，例如经常不能及时识别到前车和距离，经常把路边的垃圾桶等识别为前车等等。总之，性价比很高，行车记录仪原始功能很强大，够用，只不过这个辅助驾驶只能一开始玩一玩不能太当真，记录仪体积比我预想的更小，不占地方，不挡视线。,好评，画面确实非常清晰流畅，在地下车库弱光环境下也很清晰。
东西很不错！刚才装上试了一下画面很清晰！,看一下视频还可以吧！
安装方便，图像清晰，十分好用，五分好评！,图像清晰，操作方便，功能齐全，赞一个！
价格实惠。录制很清楚。唯一不足就是每次开机必须要点击一下中控大屏的APP。不然录制时间和实时时间不一致。这点太麻烦。录制内容这么关节的东西居然也出现这种事。有点难以理解。,这个录制时间不一至特别让人头疼，为什么就不能做成有记电池的呢。是为了省成本吗。如果是为了怕高温电池爆炸危险。完全可以通过延长线把电池模块分离出来啊。或者多加一根常电的接线头或者模块。这样就不回会因为记录仪没有记忆电池导致时间丢失了。
按装上了，实验效果不错，用几天，再追加图片,
东西不错，在车里看的很清楚，变道提醒还算不错。,
"收到已安装，可以使用了，白天绝对的清楚，夜晚也不错，照片是地下停车场拍的比较清晰，固定测速报警了，声音有点小，高速开了一百多公里，都报前车预警也有这个比须把车引 擎盖于行车记录仪，显示屏下方的红线调整好才能成功连接导航偏离预警，购买的人要慢慢，摸索出一套适合自己的车型经验,方能为自己的爱车很好的服务。",
刚刚装上 很清晰 也有重感  而且赠了些小物品  感谢老板的热心,真的很清晰  比以前的好多了 一次愉快的购物
可以质量不错，下次还会光临,
好好好 快快快 好好好 快快快 好好好 快快快 好好好 快快快 好好好 快快快 好好好 快快快 好好好 快快快 好好好 快快快 好好好 快快快 好好好 快快快 好好好 快快快 好好好 快快快 好好好 快快快 好好好 快快快 好好好 快快快 好好好 快快快 好好好 快快快 好好好 快快快 好好好 快快快 好好好 快快快  用了一段时间了 还是比较清晰的 晚上还没有试过 希望可以用的时间长些  其实安这个就是图个安心   卖家很好 我不懂这些 很耐心指导我安装  价钱合理  服务也不错 总体还是满意的?,
货已收到，等这几天有空安装好再来追评,
还没来得及试试呢！看着是挺好的。,
图像清楚 安装简单,
东西不错，很满意，这个价钱已经很值得了，物流给力，好评！,
应该还行  用一段来追评,
东西收到了，用着还可以，买个这个还是有好处的,
视频清晰，录制视频也正常。,使用效果非常好，画面清晰。
宝贝非常好客服很耐心马上就安装了非常清晰下次在来,
很值，黑夜一般,
功能不错，，画面有点小卡。12  13帧这样。 总体还是实用,在车上看卡，可能是软件或导航的问题  其实录的不卡。30帧左右。 十分划算！！！！！！！！！！！！！！！
前后买了两个，非常清晰，质量非常好,
价格实惠，包装严密，实属正品，物流速度，安装简单，隐蔽，不注意还看不出来，全五分好评！,操作简单，方便，想买的可以下手啦，效果不错
东西很好，插上就能用，但是百世汇通快递真是坑,
功能很强大,
性价比很高,
宝贝现在用很好。,
安装方便！安卓系统配合很好！,
清晰好安装，服务好。运输快赞一个,
还不错，但愿能用久点,
东西很好，拍出来非常清晰,用了一段时间，可以说是性价比非常高的记录仪，比以前后视镜的那种好很多。特别是电子狗非常好用，很准确，并且可以开关控制，需要的时候打开，不需要的时候关闭，这样比起以前的那个电子狗优势就是不那么烦人。拍摄画面非常流畅，也很清晰，夜视比起以前那个后视镜记录仪不是一般的好，为了测试，评价比较晚，总的来说值得购买，价格便宜。
好评，想购买的朋友别犹豫,
宝贝收到啦，宝贝很好。卖家服务热情，服务热情态度，物流也快。下次还来购买,宝贝不错。很好。卖家服务热情，下次还来购买
比较清晰，记录仪也比较小巧，接线正好可以放在导航接口的手套箱里，省去了点烟器拉线的烦恼。赞一个！,
